0.02924	0.11405	0.20144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.01054	0.08849	0.21304	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.02308	0.13943	0.15217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00743	0.08755	0.12302	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.02567	0.13876	0.13980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00861	0.07106	0.08929	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.02412	0.08677	0.08311	0.06624	NaN	NaN	NaN	NaN	NaN	NaN	0.00820	0.04028	0.05148	0.05952	NaN	NaN	NaN	NaN	NaN	NaN
0.02252	0.07443	0.12892	0.10067	0.12584	0.08590	NaN	NaN	NaN	NaN	0.00791	0.03074	0.06380	0.06802	0.12900	0.11716	NaN	NaN	NaN	NaN
0.02109	0.06993	0.12837	0.11732	0.14704	0.10327	NaN	NaN	NaN	NaN	0.00727	0.02422	0.06117	0.06319	0.11703	0.10696	NaN	NaN	NaN	NaN
0.02020	0.06100	0.12282	0.16031	0.16360	0.09468	0.09076	NaN	NaN	NaN	0.00709	0.02092	0.05853	0.08454	0.10846	0.08856	0.10236	NaN	NaN	NaN
0.02022	0.06092	0.12257	0.16095	0.16505	0.09633	0.09782	NaN	NaN	NaN	0.00708	0.02093	0.05854	0.08450	0.10838	0.08857	0.10183	NaN	NaN	NaN
0.02022	0.06092	0.12257	0.16095	0.16505	0.09633	0.09782	NaN	NaN	NaN	0.00708	0.02093	0.05854	0.08450	0.10838	0.08857	0.10183	NaN	NaN	NaN
0.02022	0.06092	0.12257	0.16095	0.16505	0.09633	0.09782	NaN	NaN	NaN	0.00708	0.02093	0.05854	0.08450	0.10838	0.08857	0.10183	NaN	NaN	NaN
