0.01116	0.03646	0.05208	0.08146	0.08749	0.10251	0.11369	0.16104	0.14167	0.03704
0.02643	0.05892	0.05085	0.06950	0.11642	0.11735	0.06250	0.00000	0.00000	NaN
0.02500	0.05716	0.10186	0.17857	0.16667	NaN	NaN	NaN	NaN	NaN
0.02698	0.05922	0.08017	0.14597	0.18519	0.12500	NaN	NaN	NaN	NaN
0.02278	0.05942	0.15437	0.16863	NaN	NaN	NaN	NaN	NaN	NaN
0.04673	0.14403	0.15128	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.02520	0.03648	0.09922	0.18817	NaN	NaN	NaN	NaN	NaN	NaN
0.02558	0.07736	0.09773	0.09286	NaN	NaN	NaN	NaN	NaN	NaN
0.02591	0.05396	0.09409	0.14810	0.16667	0.18333	NaN	NaN	NaN	NaN
0.06237	0.10397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.03603	0.05567	0.01190	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.03774	0.06115	0.03734	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.02511	0.05460	0.08793	0.13199	0.16667	0.16146	NaN	NaN	NaN	NaN
0.00961	0.03649	0.03764	0.06595	0.06582	0.08601	0.05747	0.06250	0.04348	0.04762
0.02051	0.05517	0.03790	0.09275	0.14146	0.18637	0.16190	0.04375	0.00000	0.00000
0.01736	0.05556	0.09169	0.16360	0.16907	0.14706	0.16667	NaN	NaN	NaN
0.02491	0.05781	0.07525	0.11065	0.15476	0.16146	NaN	NaN	NaN	NaN
0.02593	0.05937	0.05496	0.09090	0.14083	0.13878	0.10784	0.03846	0.00000	NaN
0.02273	0.05266	0.07619	0.11139	0.18403	0.23529	0.07143	NaN	NaN	NaN
0.02188	0.04921	0.08255	0.12485	0.17899	0.16742	0.26667	NaN	NaN	NaN
0.03865	0.11088	0.05017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.01652	0.06034	0.09208	0.10614	0.12972	0.12907	0.12848	0.10757	0.10317	0.06058
0.03947	0.12460	0.12086	0.11153	0.11924	0.08824	0.09524	NaN	NaN	NaN
0.03586	0.09990	0.11097	0.10605	0.05556	0.14583	NaN	NaN	NaN	NaN
0.04336	0.11037	0.07414	0.05397	0.03505	0.02257	0.00991	0.00952	0.00717	0.00952
0.03849	0.09943	0.12644	0.12954	0.01503	0.02339	0.02857	NaN	NaN	NaN
0.04515	0.13903	0.21117	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.04797	0.06288	0.08880	0.18914	0.26585	0.20833	NaN	NaN	NaN	NaN
0.04035	0.10904	0.17946	0.15987	0.18571	NaN	NaN	NaN	NaN	NaN
0.03936	0.10110	0.10921	0.11394	0.10753	0.12500	0.10000	0.15833	NaN	NaN
0.06941	0.20511	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.06120	0.13501	0.12530	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.06439	0.08989	0.07159	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.03647	0.09830	0.10932	0.10251	0.10910	0.15432	0.17727	0.15833	NaN	NaN
0.01562	0.05418	0.07923	0.09846	0.11209	0.10389	0.08957	0.09423	0.04390	0.04365
0.03659	0.09432	0.10447	0.09406	0.07528	0.06612	0.04794	0.01738	0.02188	0.02286
0.02859	0.10762	0.13380	0.14242	0.08188	0.08082	0.06976	0.10784	0.05128	0.03636
0.02996	0.09895	0.12261	0.10490	0.11001	0.12486	0.14333	0.17708	NaN	NaN
0.03441	0.10751	0.11537	0.11808	0.09281	0.08389	0.06349	0.08889	NaN	NaN
0.02974	0.10520	0.10785	0.12056	0.07918	0.05784	0.03954	0.01554	0.01319	0.00922
0.03189	0.09381	0.12590	0.11403	0.08151	0.16314	0.15235	0.10490	0.15278	NaN
0.05523	0.17480	0.09939	0.08136	0.07083	NaN	NaN	NaN	NaN	NaN
0.00838	0.03338	0.05998	0.07036	0.10736	0.12419	0.16408	0.17565	0.11954	0.09206
0.02978	0.11107	0.12020	0.16657	NaN	NaN	NaN	NaN	NaN	NaN
0.03444	0.08448	0.13448	0.19939	NaN	NaN	NaN	NaN	NaN	NaN
0.03274	0.08308	0.12805	0.12839	0.08056	NaN	NaN	NaN	NaN	NaN
0.02625	0.10979	0.14066	0.14927	NaN	NaN	NaN	NaN	NaN	NaN
0.03727	0.17896	0.10598	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.04115	0.07890	0.13859	0.18285	0.20934	0.24855	0.23465	0.19901	0.14031	0.14254
0.03072	0.10000	0.13883	0.20133	0.19575	0.18955	0.26842	NaN	NaN	NaN
0.02545	0.06678	0.09426	0.14629	0.16180	0.16743	0.20843	0.17714	0.22583	0.22157
0.03355	0.07993	0.22879	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.05019	0.08734	0.06380	0.10606	NaN	NaN	NaN	NaN	NaN	NaN
0.03406	0.05791	0.09314	0.13068	NaN	NaN	NaN	NaN	NaN	NaN
0.02356	0.06433	0.09971	0.12611	0.14865	0.16157	0.19981	0.16712	0.20079	0.20686
0.00727	0.02346	0.04454	0.03082	0.07280	0.08720	0.13120	0.14276	0.06071	0.06667
0.03333	0.06352	0.11526	0.14715	0.17347	0.25560	0.24248	0.19956	0.13051	0.13453
0.02065	0.07356	0.07554	0.16377	0.17318	0.16204	0.22008	0.18929	NaN	NaN
0.02172	0.06030	0.09816	0.11956	0.14745	0.16526	0.22296	0.17079	0.19167	0.20686
0.02873	0.09114	0.10265	0.16967	0.20384	NaN	NaN	NaN	NaN	NaN
0.01948	0.06479	0.10480	0.24838	0.08908	NaN	NaN	NaN	NaN	NaN
0.02069	0.05914	0.10632	0.16680	0.19443	0.23408	0.21413	0.19467	0.14520	0.12038
0.03029	0.05303	0.06914	0.09105	0.18915	NaN	NaN	NaN	NaN	NaN
0.00851	0.03749	0.05690	0.05009	0.06370	0.06398	0.05547	0.09846	0.11641	0.06850
0.02617	0.09110	0.19673	0.12987	NaN	NaN	NaN	NaN	NaN	NaN
0.03718	0.18915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.02481	0.09287	0.12520	0.10909	NaN	NaN	NaN	NaN	NaN	NaN
0.02766	0.07560	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.06385	0.20000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.02500	0.06572	0.17023	0.22727	NaN	NaN	NaN	NaN	NaN	NaN
0.04736	0.07169	0.12037	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.02454	0.06039	0.07738	0.10632	0.20833	NaN	NaN	NaN	NaN	NaN
0.18026	0.21649	0.28233	0.27200	0.28532	0.20729	0.19333	0.20238	0.28205	0.30769
0.10727	0.14105	0.20645	0.17222	NaN	NaN	NaN	NaN	NaN	NaN
0.09458	0.14246	0.18230	0.18556	0.21645	0.23611	NaN	NaN	NaN	NaN
0.02228	0.06749	0.09906	0.10172	0.15733	0.21528	0.21429	0.23846	NaN	NaN
0.00857	0.03182	0.05316	0.03042	0.06153	0.03619	0.07952	0.12125	0.11728	0.08036
0.02486	0.08908	0.15297	0.19253	0.20733	0.19833	0.15972	0.16369	0.24286	0.26923
0.03247	0.08034	0.10403	0.15522	0.15432	0.14103	NaN	NaN	NaN	NaN
0.02199	0.06089	0.09664	0.09862	0.15400	0.21023	0.21429	0.23846	NaN	NaN
0.02635	0.09997	0.20034	0.15260	NaN	NaN	NaN	NaN	NaN	NaN
0.02116	0.08021	0.07980	0.07619	NaN	NaN	NaN	NaN	NaN	NaN
0.03245	0.07067	0.08988	0.10950	0.15789	0.19231	NaN	NaN	NaN	NaN
0.11407	0.17145	0.17728	0.22219	0.26178	0.19818	0.17898	0.19728	0.26923	0.28205
0.01423	0.04646	0.07247	0.09653	0.11977	0.13083	0.13459	0.12035	0.07752	0.03760
0.03248	0.09425	0.07969	0.10164	0.10844	0.12443	0.07380	0.02354	0.04751	0.09917
0.03018	0.07609	0.10855	0.13626	0.11401	0.12967	0.07025	NaN	NaN	NaN
0.03458	0.10031	0.07464	0.06260	0.05295	0.04417	0.02126	0.01840	0.00976	0.01185
0.03101	0.08650	0.12442	0.12564	0.07192	0.02286	0.02605	NaN	NaN	NaN
0.04724	0.11922	0.13516	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.03746	0.05880	0.11198	0.18618	0.21943	0.25019	0.23840	0.20677	0.15525	0.16457
0.03242	0.09435	0.17304	0.15983	0.17549	0.18892	0.25193	0.17677	NaN	NaN
0.02946	0.08498	0.10185	0.13669	0.10118	0.12619	0.13624	0.16910	0.18576	0.18690
0.05926	0.19331	0.27629	0.22871	0.22306	0.18750	0.17667	0.20238	0.28205	0.30769
0.04673	0.10165	0.12118	0.10971	0.14881	0.21296	NaN	NaN	NaN	NaN
0.04782	0.09780	0.12682	0.11551	0.16111	0.21958	NaN	NaN	NaN	NaN
