0.02252	0.10481	0.11023	0.10268	0.11402	0.21170	NaN	NaN	NaN	NaN	0.00720	0.04377	0.07374	0.08190	0.09539	0.19046	NaN	NaN	NaN	NaN
0.01847	0.08443	0.10345	0.08921	0.13806	0.11199	0.10552	NaN	NaN	NaN	0.00577	0.03377	0.04273	0.06253	0.11017	0.08353	0.10417	NaN	NaN	NaN
0.01692	0.07475	0.11158	0.12512	0.12595	0.17158	0.08713	0.04388	0.05139	NaN	0.00480	0.02004	0.04398	0.06631	0.08345	0.11947	0.06765	0.04661	0.06015	NaN
0.01544	0.05981	0.09795	0.11932	0.11167	0.15132	0.13280	0.09942	0.05686	0.02043	0.00392	0.01679	0.03353	0.05395	0.06121	0.09090	0.08512	0.09544	0.04942	0.03418
0.01412	0.05852	0.07870	0.10073	0.10284	0.12079	0.11379	0.10522	0.09751	0.06221	0.00351	0.01477	0.02361	0.03859	0.05370	0.07122	0.06819	0.07242	0.07646	0.08497
0.01365	0.05628	0.07763	0.09063	0.09749	0.10033	0.08752	0.09067	0.08125	0.08049	0.00339	0.01482	0.02440	0.03514	0.04947	0.05870	0.04886	0.06413	0.06090	0.07522
0.01353	0.05553	0.07719	0.08840	0.09933	0.10612	0.09412	0.09774	0.08679	0.07856	0.00338	0.01482	0.02442	0.03427	0.04847	0.05828	0.04801	0.06354	0.06122	0.07150
0.01351	0.05541	0.07699	0.08803	0.09938	0.10518	0.09265	0.09435	0.08663	0.07900	0.00338	0.01482	0.02442	0.03426	0.04850	0.05827	0.04789	0.06212	0.05945	0.06749
0.01351	0.05541	0.07699	0.08803	0.09775	0.10518	0.09265	0.09435	0.08663	0.07900	0.00338	0.01482	0.02442	0.03426	0.04781	0.05827	0.04789	0.06212	0.05945	0.06749
0.01351	0.05541	0.07699	0.08803	0.09775	0.10518	0.09265	0.09435	0.08663	0.07900	0.00338	0.01482	0.02442	0.03426	0.04781	0.05827	0.04789	0.06212	0.05945	0.06749
