0.01811	0.07765	0.15326	0.10686	0.22381	0.19824	NaN	NaN	NaN	NaN	0.00587	0.02984	0.06292	0.05550	0.13996	0.12775	NaN	NaN	NaN	NaN
0.01626	0.06721	0.11611	0.09195	0.13384	0.13050	0.09426	0.09231	NaN	NaN	0.00430	0.02008	0.04747	0.04623	0.06573	0.08871	0.08179	0.16817	NaN	NaN
0.01478	0.06080	0.11233	0.11430	0.12239	0.09108	0.08988	0.04989	0.02083	NaN	0.00362	0.01801	0.04366	0.05927	0.06541	0.05168	0.06390	0.05568	0.03093	NaN
0.01423	0.05767	0.10032	0.12643	0.11107	0.10347	0.10242	0.05887	0.04646	0.08355	0.00350	0.01710	0.03836	0.05694	0.05821	0.06602	0.06281	0.04977	0.05214	0.12492
0.01369	0.05369	0.09362	0.09286	0.10751	0.09684	0.10096	0.07332	0.02887	0.05190	0.00342	0.01633	0.02899	0.03314	0.05394	0.05776	0.05469	0.04970	0.02722	0.05810
0.01329	0.05260	0.08518	0.08669	0.10088	0.09378	0.09831	0.07242	0.03136	0.03715	0.00337	0.01636	0.02561	0.03199	0.05103	0.05329	0.04861	0.04454	0.02691	0.03660
0.01307	0.04877	0.08321	0.08734	0.09899	0.09117	0.09706	0.07218	0.02960	0.03728	0.00334	0.01561	0.02528	0.03081	0.05018	0.05229	0.04668	0.04217	0.02636	0.03691
0.01301	0.04859	0.08266	0.08533	0.10004	0.09108	0.09828	0.07538	0.03436	0.03728	0.00333	0.01561	0.02524	0.03055	0.05014	0.05221	0.04643	0.04198	0.02737	0.03691
0.01301	0.04859	0.08266	0.08533	0.10004	0.09108	0.09828	0.07538	0.03436	0.03728	0.00333	0.01561	0.02524	0.03055	0.05014	0.05221	0.04643	0.04198	0.02737	0.03691
0.01301	0.04859	0.08266	0.08533	0.10004	0.09108	0.09828	0.07538	0.03436	0.03728	0.00333	0.01561	0.02524	0.03055	0.05014	0.05221	0.04643	0.04198	0.02737	0.03691
